carnet,nombre,carrera,departamento,promedio
EST047885,Estudiante 47885,Ingeniería en Sistemas,Sonsonate,6.34
EST047886,Estudiante 47886,Administración,San Miguel,5.35
EST047887,Estudiante 47887,Arquitectura,La Libertad,5.27
EST047888,Estudiante 47888,Contaduría,La Libertad,5.46
EST047889,Estudiante 47889,Arquitectura,San Salvador,8.87
EST047890,Estudiante 47890,Ingeniería Industrial,La Libertad,5.14
EST047891,Estudiante 47891,Arquitectura,La Libertad,7.29
EST047892,Estudiante 47892,Arquitectura,La Libertad,7.13
EST047893,Estudiante 47893,Ingeniería Industrial,San Miguel,5.08
EST047894,Estudiante 47894,Arquitectura,Sonsonate,6.36
EST047895,Estudiante 47895,Administración,San Salvador,6.52
EST047896,Estudiante 47896,Contaduría,Sonsonate,5.83
EST047897,Estudiante 47897,Contaduría,Sonsonate,9.52
EST047898,Estudiante 47898,Ingeniería Industrial,San Miguel,6.23
EST047899,Estudiante 47899,Arquitectura,La Libertad,7.34
EST047900,Estudiante 47900,Ingeniería Industrial,La Libertad,5.32
EST047901,Estudiante 47901,Arquitectura,San Miguel,9.56
EST047902,Estudiante 47902,Ingeniería en Sistemas,San Salvador,5.73
EST047903,Estudiante 47903,Arquitectura,San Salvador,6.68
EST047904,Estudiante 47904,Ingeniería Industrial,San Salvador,6.58
EST047905,Estudiante 47905,Ingeniería en Sistemas,La Libertad,9.21
EST047906,Estudiante 47906,Arquitectura,Sonsonate,7.31
EST047907,Estudiante 47907,Contaduría,Sonsonate,8.82
EST047908,Estudiante 47908,Arquitectura,San Salvador,7.43
EST047909,Estudiante 47909,Administración,Santa Ana,9.05
EST047910,Estudiante 47910,Arquitectura,La Libertad,8.0
EST047911,Estudiante 47911,Contaduría,San Salvador,5.85
EST047912,Estudiante 47912,Ingeniería en Sistemas,Santa Ana,6.75
EST047913,Estudiante 47913,Administración,Sonsonate,7.57
EST047914,Estudiante 47914,Ingeniería Industrial,La Libertad,9.37
EST047915,Estudiante 47915,Arquitectura,San Salvador,8.81
EST047916,Estudiante 47916,Ingeniería en Sistemas,San Salvador,5.81
EST047917,Estudiante 47917,Arquitectura,San Salvador,8.02
EST047918,Estudiante 47918,Contaduría,Santa Ana,7.17
EST047919,Estudiante 47919,Ingeniería en Sistemas,Sonsonate,5.39
EST047920,Estudiante 47920,Contaduría,Sonsonate,6.06
EST047921,Estudiante 47921,Administración,San Salvador,5.61
EST047922,Estudiante 47922,Ingeniería en Sistemas,San Salvador,9.93
EST047923,Estudiante 47923,Contaduría,La Libertad,9.97
EST047924,Estudiante 47924,Contaduría,Santa Ana,8.53
EST047925,Estudiante 47925,Contaduría,San Salvador,9.17
EST047926,Estudiante 47926,Arquitectura,La Libertad,7.76
EST047927,Estudiante 47927,Arquitectura,Sonsonate,9.18
EST047928,Estudiante 47928,Arquitectura,San Miguel,6.9
EST047929,Estudiante 47929,Ingeniería en Sistemas,Sonsonate,5.36
EST047930,Estudiante 47930,Ingeniería Industrial,San Miguel,8.23
EST047931,Estudiante 47931,Ingeniería Industrial,San Salvador,7.78
EST047932,Estudiante 47932,Arquitectura,San Miguel,9.61
EST047933,Estudiante 47933,Administración,San Salvador,9.12
EST047934,Estudiante 47934,Ingeniería en Sistemas,Sonsonate,6.59
EST047935,Estudiante 47935,Arquitectura,Sonsonate,6.0
EST047936,Estudiante 47936,Administración,Sonsonate,8.21
EST047937,Estudiante 47937,Administración,San Salvador,9.72
EST047938,Estudiante 47938,Arquitectura,Sonsonate,8.01
EST047939,Estudiante 47939,Ingeniería Industrial,La Libertad,5.26
EST047940,Estudiante 47940,Ingeniería en Sistemas,San Miguel,5.52
EST047941,Estudiante 47941,Ingeniería Industrial,Sonsonate,9.31
EST047942,Estudiante 47942,Administración,La Libertad,8.67
EST047943,Estudiante 47943,Administración,La Libertad,7.31
EST047944,Estudiante 47944,Ingeniería Industrial,San Salvador,5.51
EST047945,Estudiante 47945,Ingeniería en Sistemas,San Miguel,9.18
EST047946,Estudiante 47946,Ingeniería en Sistemas,San Miguel,6.9
EST047947,Estudiante 47947,Contaduría,San Salvador,5.91
EST047948,Estudiante 47948,Administración,Santa Ana,5.72
EST047949,Estudiante 47949,Contaduría,Santa Ana,8.12
EST047950,Estudiante 47950,Arquitectura,Sonsonate,8.5
EST047951,Estudiante 47951,Ingeniería Industrial,San Miguel,7.25
EST047952,Estudiante 47952,Arquitectura,La Libertad,9.79
EST047953,Estudiante 47953,Arquitectura,San Salvador,6.97
EST047954,Estudiante 47954,Contaduría,San Miguel,7.24
EST047955,Estudiante 47955,Contaduría,Santa Ana,7.01
EST047956,Estudiante 47956,Ingeniería en Sistemas,Santa Ana,7.73
EST047957,Estudiante 47957,Administración,Sonsonate,7.22
EST047958,Estudiante 47958,Arquitectura,Sonsonate,8.6
EST047959,Estudiante 47959,Ingeniería en Sistemas,La Libertad,6.91
EST047960,Estudiante 47960,Arquitectura,La Libertad,6.64
EST047961,Estudiante 47961,Ingeniería en Sistemas,San Salvador,7.41
EST047962,Estudiante 47962,Arquitectura,Sonsonate,8.49
EST047963,Estudiante 47963,Contaduría,Sonsonate,6.03
EST047964,Estudiante 47964,Contaduría,La Libertad,8.09
EST047965,Estudiante 47965,Administración,Santa Ana,9.11
EST047966,Estudiante 47966,Contaduría,Santa Ana,5.26
EST047967,Estudiante 47967,Ingeniería en Sistemas,San Salvador,6.46
EST047968,Estudiante 47968,Ingeniería Industrial,La Libertad,6.95
EST047969,Estudiante 47969,Contaduría,La Libertad,6.16
EST047970,Estudiante 47970,Contaduría,La Libertad,5.79
EST047971,Estudiante 47971,Contaduría,San Miguel,7.38
EST047972,Estudiante 47972,Contaduría,La Libertad,9.96
EST047973,Estudiante 47973,Ingeniería en Sistemas,Santa Ana,5.76
EST047974,Estudiante 47974,Contaduría,La Libertad,5.6
EST047975,Estudiante 47975,Contaduría,San Salvador,6.18
EST047976,Estudiante 47976,Arquitectura,San Salvador,8.51
EST047977,Estudiante 47977,Arquitectura,San Salvador,9.36
EST047978,Estudiante 47978,Ingeniería en Sistemas,Sonsonate,8.1
EST047979,Estudiante 47979,Arquitectura,Santa Ana,7.94
EST047980,Estudiante 47980,Contaduría,Santa Ana,9.92
EST047981,Estudiante 47981,Ingeniería en Sistemas,San Salvador,5.46
EST047982,Estudiante 47982,Ingeniería en Sistemas,San Salvador,9.64
EST047983,Estudiante 47983,Ingeniería en Sistemas,La Libertad,8.6
EST047984,Estudiante 47984,Arquitectura,Sonsonate,9.69
EST047985,Estudiante 47985,Administración,Santa Ana,6.75
EST047986,Estudiante 47986,Contaduría,Santa Ana,5.5
EST047987,Estudiante 47987,Ingeniería en Sistemas,Sonsonate,6.68
EST047988,Estudiante 47988,Ingeniería en Sistemas,San Salvador,9.14
EST047989,Estudiante 47989,Contaduría,San Miguel,6.85
EST047990,Estudiante 47990,Administración,Sonsonate,8.94
EST047991,Estudiante 47991,Contaduría,Santa Ana,5.92
EST047992,Estudiante 47992,Administración,San Salvador,8.7
EST047993,Estudiante 47993,Arquitectura,La Libertad,6.81
EST047994,Estudiante 47994,Contaduría,San Salvador,8.77
EST047995,Estudiante 47995,Arquitectura,Santa Ana,8.82
EST047996,Estudiante 47996,Ingeniería en Sistemas,San Salvador,8.43
EST047997,Estudiante 47997,Ingeniería en Sistemas,San Miguel,9.67
EST047998,Estudiante 47998,Arquitectura,La Libertad,9.5
EST047999,Estudiante 47999,Ingeniería Industrial,San Miguel,6.13
EST048000,Estudiante 48000,Ingeniería Industrial,La Libertad,9.69
EST048001,Estudiante 48001,Ingeniería Industrial,Sonsonate,8.54
EST048002,Estudiante 48002,Contaduría,La Libertad,6.66
EST048003,Estudiante 48003,Ingeniería en Sistemas,La Libertad,6.0
EST048004,Estudiante 48004,Contaduría,Sonsonate,8.98
EST048005,Estudiante 48005,Administración,Santa Ana,7.81
EST048006,Estudiante 48006,Administración,Santa Ana,8.02
EST048007,Estudiante 48007,Contaduría,San Miguel,8.93
EST048008,Estudiante 48008,Ingeniería en Sistemas,La Libertad,5.39
EST048009,Estudiante 48009,Ingeniería Industrial,San Miguel,9.91
EST048010,Estudiante 48010,Arquitectura,Sonsonate,5.3
EST048011,Estudiante 48011,Arquitectura,La Libertad,8.11
EST048012,Estudiante 48012,Administración,Santa Ana,9.66
EST048013,Estudiante 48013,Ingeniería en Sistemas,La Libertad,6.64
EST048014,Estudiante 48014,Ingeniería Industrial,La Libertad,8.09
EST048015,Estudiante 48015,Ingeniería Industrial,San Salvador,5.23
EST048016,Estudiante 48016,Ingeniería Industrial,San Salvador,8.99
EST048017,Estudiante 48017,Ingeniería en Sistemas,San Salvador,6.43
EST048018,Estudiante 48018,Ingeniería Industrial,Sonsonate,8.61
EST048019,Estudiante 48019,Ingeniería en Sistemas,La Libertad,5.73
EST048020,Estudiante 48020,Ingeniería en Sistemas,Sonsonate,8.26
EST048021,Estudiante 48021,Ingeniería en Sistemas,San Salvador,8.49
EST048022,Estudiante 48022,Arquitectura,San Salvador,6.65
EST048023,Estudiante 48023,Administración,Sonsonate,8.43
EST048024,Estudiante 48024,Ingeniería en Sistemas,San Salvador,7.33
EST048025,Estudiante 48025,Ingeniería en Sistemas,Sonsonate,5.9
EST048026,Estudiante 48026,Administración,Sonsonate,8.01
EST048027,Estudiante 48027,Contaduría,San Salvador,7.83
EST048028,Estudiante 48028,Ingeniería Industrial,La Libertad,8.01
EST048029,Estudiante 48029,Ingeniería en Sistemas,Santa Ana,8.74
EST048030,Estudiante 48030,Contaduría,Santa Ana,5.47
EST048031,Estudiante 48031,Contaduría,Sonsonate,5.74
EST048032,Estudiante 48032,Ingeniería en Sistemas,La Libertad,6.54
EST048033,Estudiante 48033,Ingeniería Industrial,Santa Ana,5.29
EST048034,Estudiante 48034,Administración,La Libertad,8.6
EST048035,Estudiante 48035,Contaduría,Sonsonate,9.48
EST048036,Estudiante 48036,Contaduría,San Miguel,9.15
EST048037,Estudiante 48037,Ingeniería Industrial,San Salvador,6.26
EST048038,Estudiante 48038,Arquitectura,Sonsonate,7.96
EST048039,Estudiante 48039,Ingeniería Industrial,Santa Ana,6.18
EST048040,Estudiante 48040,Ingeniería Industrial,Santa Ana,5.89
EST048041,Estudiante 48041,Ingeniería en Sistemas,Sonsonate,8.29
EST048042,Estudiante 48042,Ingeniería Industrial,San Miguel,7.33
EST048043,Estudiante 48043,Arquitectura,Santa Ana,7.54
EST048044,Estudiante 48044,Arquitectura,Sonsonate,9.97
EST048045,Estudiante 48045,Ingeniería en Sistemas,Sonsonate,8.13
EST048046,Estudiante 48046,Arquitectura,Santa Ana,5.66
EST048047,Estudiante 48047,Ingeniería Industrial,San Miguel,8.78
EST048048,Estudiante 48048,Contaduría,Santa Ana,9.73
EST048049,Estudiante 48049,Administración,La Libertad,8.94
EST048050,Estudiante 48050,Ingeniería en Sistemas,San Miguel,8.82
EST048051,Estudiante 48051,Arquitectura,La Libertad,9.17
EST048052,Estudiante 48052,Ingeniería en Sistemas,La Libertad,9.15
EST048053,Estudiante 48053,Ingeniería Industrial,Santa Ana,9.23
EST048054,Estudiante 48054,Ingeniería Industrial,San Miguel,7.7
EST048055,Estudiante 48055,Ingeniería en Sistemas,San Miguel,6.56
EST048056,Estudiante 48056,Ingeniería Industrial,Sonsonate,6.11
EST048057,Estudiante 48057,Ingeniería Industrial,Santa Ana,6.31
EST048058,Estudiante 48058,Ingeniería en Sistemas,San Salvador,7.52
EST048059,Estudiante 48059,Ingeniería en Sistemas,San Salvador,8.6
EST048060,Estudiante 48060,Contaduría,San Miguel,9.95
EST048061,Estudiante 48061,Administración,San Salvador,9.49
EST048062,Estudiante 48062,Ingeniería en Sistemas,La Libertad,6.53
EST048063,Estudiante 48063,Contaduría,Santa Ana,5.53
EST048064,Estudiante 48064,Ingeniería en Sistemas,San Salvador,9.1
EST048065,Estudiante 48065,Ingeniería en Sistemas,San Salvador,5.62
EST048066,Estudiante 48066,Contaduría,San Miguel,5.73
EST048067,Estudiante 48067,Arquitectura,San Salvador,9.8
EST048068,Estudiante 48068,Ingeniería Industrial,La Libertad,9.59
EST048069,Estudiante 48069,Administración,San Miguel,5.43
EST048070,Estudiante 48070,Ingeniería Industrial,San Miguel,9.37
EST048071,Estudiante 48071,Contaduría,La Libertad,5.48
EST048072,Estudiante 48072,Arquitectura,La Libertad,8.91
EST048073,Estudiante 48073,Administración,San Salvador,5.32
EST048074,Estudiante 48074,Administración,Sonsonate,7.66
EST048075,Estudiante 48075,Administración,La Libertad,9.69
EST048076,Estudiante 48076,Ingeniería Industrial,Sonsonate,8.65
EST048077,Estudiante 48077,Arquitectura,Santa Ana,8.4
EST048078,Estudiante 48078,Ingeniería en Sistemas,Santa Ana,7.75
EST048079,Estudiante 48079,Ingeniería en Sistemas,Sonsonate,8.23
EST048080,Estudiante 48080,Contaduría,San Miguel,9.44
EST048081,Estudiante 48081,Administración,San Miguel,6.31
EST048082,Estudiante 48082,Contaduría,Santa Ana,9.63
EST048083,Estudiante 48083,Ingeniería en Sistemas,La Libertad,6.06
EST048084,Estudiante 48084,Arquitectura,Santa Ana,9.79
EST048085,Estudiante 48085,Administración,Santa Ana,5.44
EST048086,Estudiante 48086,Contaduría,La Libertad,7.93
EST048087,Estudiante 48087,Arquitectura,San Salvador,6.05
EST048088,Estudiante 48088,Ingeniería en Sistemas,Santa Ana,5.82
EST048089,Estudiante 48089,Administración,Sonsonate,7.58
EST048090,Estudiante 48090,Arquitectura,Santa Ana,6.23
EST048091,Estudiante 48091,Administración,La Libertad,5.94
EST048092,Estudiante 48092,Administración,Sonsonate,9.48
EST048093,Estudiante 48093,Ingeniería Industrial,Santa Ana,7.36
EST048094,Estudiante 48094,Ingeniería en Sistemas,San Salvador,5.6
EST048095,Estudiante 48095,Arquitectura,San Salvador,5.56
EST048096,Estudiante 48096,Arquitectura,San Salvador,5.47
EST048097,Estudiante 48097,Ingeniería Industrial,Santa Ana,9.48
EST048098,Estudiante 48098,Ingeniería Industrial,Santa Ana,5.16
EST048099,Estudiante 48099,Arquitectura,San Miguel,8.05
EST048100,Estudiante 48100,Ingeniería Industrial,Santa Ana,8.62
EST048101,Estudiante 48101,Contaduría,Santa Ana,5.1
EST048102,Estudiante 48102,Ingeniería en Sistemas,La Libertad,5.81
EST048103,Estudiante 48103,Administración,Sonsonate,8.88
EST048104,Estudiante 48104,Administración,San Salvador,5.19
EST048105,Estudiante 48105,Administración,Sonsonate,5.82
EST048106,Estudiante 48106,Arquitectura,San Salvador,8.75
EST048107,Estudiante 48107,Contaduría,La Libertad,5.71
EST048108,Estudiante 48108,Arquitectura,La Libertad,5.47
EST048109,Estudiante 48109,Arquitectura,Santa Ana,9.39
EST048110,Estudiante 48110,Ingeniería Industrial,Sonsonate,8.0
EST048111,Estudiante 48111,Ingeniería en Sistemas,San Salvador,9.96
EST048112,Estudiante 48112,Ingeniería en Sistemas,Santa Ana,5.64
EST048113,Estudiante 48113,Ingeniería en Sistemas,La Libertad,8.95
EST048114,Estudiante 48114,Arquitectura,La Libertad,7.9
EST048115,Estudiante 48115,Contaduría,San Miguel,7.73
EST048116,Estudiante 48116,Administración,San Salvador,6.46
EST048117,Estudiante 48117,Arquitectura,San Salvador,8.47
EST048118,Estudiante 48118,Ingeniería Industrial,San Miguel,6.78
EST048119,Estudiante 48119,Ingeniería Industrial,Santa Ana,8.87
EST048120,Estudiante 48120,Administración,La Libertad,5.6
EST048121,Estudiante 48121,Administración,San Salvador,8.82
EST048122,Estudiante 48122,Administración,La Libertad,7.78
EST048123,Estudiante 48123,Contaduría,La Libertad,7.27
EST048124,Estudiante 48124,Administración,San Miguel,9.01
EST048125,Estudiante 48125,Ingeniería Industrial,Sonsonate,9.56
EST048126,Estudiante 48126,Ingeniería en Sistemas,La Libertad,7.31
EST048127,Estudiante 48127,Ingeniería en Sistemas,Santa Ana,9.23
EST048128,Estudiante 48128,Administración,Sonsonate,7.25
EST048129,Estudiante 48129,Ingeniería en Sistemas,San Salvador,8.69
EST048130,Estudiante 48130,Ingeniería en Sistemas,La Libertad,7.02
EST048131,Estudiante 48131,Administración,San Miguel,9.78
EST048132,Estudiante 48132,Arquitectura,Santa Ana,7.56
EST048133,Estudiante 48133,Ingeniería en Sistemas,San Miguel,5.5
EST048134,Estudiante 48134,Contaduría,San Miguel,6.98
EST048135,Estudiante 48135,Arquitectura,Santa Ana,5.94
EST048136,Estudiante 48136,Arquitectura,La Libertad,9.04
EST048137,Estudiante 48137,Ingeniería en Sistemas,Santa Ana,5.22
EST048138,Estudiante 48138,Administración,San Miguel,7.9
EST048139,Estudiante 48139,Ingeniería en Sistemas,San Salvador,6.23
EST048140,Estudiante 48140,Administración,Santa Ana,5.62
EST048141,Estudiante 48141,Contaduría,La Libertad,6.81
EST048142,Estudiante 48142,Ingeniería Industrial,La Libertad,8.68
EST048143,Estudiante 48143,Contaduría,La Libertad,5.95
EST048144,Estudiante 48144,Arquitectura,Santa Ana,8.83
EST048145,Estudiante 48145,Administración,San Miguel,5.42
EST048146,Estudiante 48146,Administración,Santa Ana,5.17
EST048147,Estudiante 48147,Ingeniería Industrial,San Salvador,6.87
EST048148,Estudiante 48148,Administración,San Miguel,8.2
EST048149,Estudiante 48149,Ingeniería en Sistemas,San Miguel,9.57
EST048150,Estudiante 48150,Contaduría,Sonsonate,8.91
EST048151,Estudiante 48151,Arquitectura,La Libertad,7.33
EST048152,Estudiante 48152,Arquitectura,San Salvador,8.14
EST048153,Estudiante 48153,Ingeniería Industrial,Santa Ana,5.44
EST048154,Estudiante 48154,Arquitectura,Santa Ana,5.25
EST048155,Estudiante 48155,Arquitectura,San Miguel,9.79
EST048156,Estudiante 48156,Arquitectura,San Salvador,7.82
EST048157,Estudiante 48157,Contaduría,Sonsonate,8.58
EST048158,Estudiante 48158,Administración,San Miguel,9.66
EST048159,Estudiante 48159,Arquitectura,Santa Ana,5.59
EST048160,Estudiante 48160,Arquitectura,San Salvador,8.97
EST048161,Estudiante 48161,Ingeniería en Sistemas,San Salvador,8.25
EST048162,Estudiante 48162,Ingeniería en Sistemas,San Miguel,7.44
EST048163,Estudiante 48163,Administración,Sonsonate,8.41
EST048164,Estudiante 48164,Ingeniería Industrial,Sonsonate,5.33
EST048165,Estudiante 48165,Administración,San Miguel,9.78
EST048166,Estudiante 48166,Arquitectura,San Miguel,5.09
EST048167,Estudiante 48167,Contaduría,Sonsonate,9.79
EST048168,Estudiante 48168,Arquitectura,Santa Ana,5.07
EST048169,Estudiante 48169,Ingeniería Industrial,San Miguel,8.2
EST048170,Estudiante 48170,Contaduría,Sonsonate,9.88
EST048171,Estudiante 48171,Contaduría,San Salvador,7.15
EST048172,Estudiante 48172,Ingeniería en Sistemas,La Libertad,7.45
EST048173,Estudiante 48173,Ingeniería Industrial,Sonsonate,6.14
EST048174,Estudiante 48174,Ingeniería en Sistemas,San Salvador,7.59
EST048175,Estudiante 48175,Arquitectura,San Salvador,6.9
EST048176,Estudiante 48176,Arquitectura,San Salvador,7.46
EST048177,Estudiante 48177,Ingeniería Industrial,San Miguel,9.32
EST048178,Estudiante 48178,Contaduría,San Miguel,6.5
EST048179,Estudiante 48179,Ingeniería en Sistemas,San Miguel,8.52
EST048180,Estudiante 48180,Administración,San Salvador,5.07
EST048181,Estudiante 48181,Ingeniería en Sistemas,San Miguel,7.67
EST048182,Estudiante 48182,Arquitectura,La Libertad,6.98
EST048183,Estudiante 48183,Contaduría,La Libertad,8.87
EST048184,Estudiante 48184,Arquitectura,La Libertad,7.23
EST048185,Estudiante 48185,Ingeniería Industrial,Sonsonate,9.17
EST048186,Estudiante 48186,Arquitectura,Santa Ana,9.32
EST048187,Estudiante 48187,Arquitectura,Santa Ana,6.26
EST048188,Estudiante 48188,Ingeniería Industrial,Santa Ana,6.49
EST048189,Estudiante 48189,Arquitectura,La Libertad,9.26
EST048190,Estudiante 48190,Administración,La Libertad,9.03
EST048191,Estudiante 48191,Arquitectura,Sonsonate,9.01
EST048192,Estudiante 48192,Contaduría,San Miguel,6.22
EST048193,Estudiante 48193,Arquitectura,La Libertad,8.62
EST048194,Estudiante 48194,Ingeniería en Sistemas,Santa Ana,5.72
EST048195,Estudiante 48195,Arquitectura,La Libertad,7.09
EST048196,Estudiante 48196,Ingeniería Industrial,San Miguel,7.29
EST048197,Estudiante 48197,Contaduría,San Miguel,8.15
EST048198,Estudiante 48198,Administración,San Miguel,6.05
EST048199,Estudiante 48199,Arquitectura,Sonsonate,9.48
EST048200,Estudiante 48200,Ingeniería en Sistemas,La Libertad,5.22
EST048201,Estudiante 48201,Arquitectura,La Libertad,7.63
EST048202,Estudiante 48202,Administración,San Salvador,5.83
EST048203,Estudiante 48203,Administración,San Miguel,6.84
EST048204,Estudiante 48204,Arquitectura,Santa Ana,9.38
EST048205,Estudiante 48205,Contaduría,San Salvador,7.78
EST048206,Estudiante 48206,Ingeniería en Sistemas,San Miguel,9.17
EST048207,Estudiante 48207,Contaduría,San Salvador,5.08
EST048208,Estudiante 48208,Administración,Santa Ana,5.22
EST048209,Estudiante 48209,Administración,San Miguel,8.57
EST048210,Estudiante 48210,Administración,San Miguel,8.2
EST048211,Estudiante 48211,Arquitectura,Santa Ana,8.19
EST048212,Estudiante 48212,Ingeniería en Sistemas,La Libertad,8.5
EST048213,Estudiante 48213,Ingeniería en Sistemas,Sonsonate,6.97
EST048214,Estudiante 48214,Contaduría,La Libertad,8.75
EST048215,Estudiante 48215,Administración,Santa Ana,5.71
EST048216,Estudiante 48216,Ingeniería Industrial,La Libertad,5.75
EST048217,Estudiante 48217,Ingeniería en Sistemas,La Libertad,8.7
EST048218,Estudiante 48218,Contaduría,Sonsonate,6.2
EST048219,Estudiante 48219,Administración,Sonsonate,7.82
EST048220,Estudiante 48220,Arquitectura,La Libertad,5.38
EST048221,Estudiante 48221,Ingeniería en Sistemas,La Libertad,8.76
EST048222,Estudiante 48222,Ingeniería en Sistemas,San Salvador,8.5
EST048223,Estudiante 48223,Arquitectura,La Libertad,7.14
EST048224,Estudiante 48224,Arquitectura,San Salvador,9.11
EST048225,Estudiante 48225,Arquitectura,Sonsonate,8.08
EST048226,Estudiante 48226,Ingeniería Industrial,San Salvador,6.33
EST048227,Estudiante 48227,Arquitectura,Santa Ana,8.2
EST048228,Estudiante 48228,Administración,Santa Ana,8.21
EST048229,Estudiante 48229,Administración,San Salvador,6.61
EST048230,Estudiante 48230,Ingeniería Industrial,San Miguel,7.97
EST048231,Estudiante 48231,Administración,San Miguel,6.16
EST048232,Estudiante 48232,Contaduría,Santa Ana,7.37
EST048233,Estudiante 48233,Contaduría,La Libertad,6.35
EST048234,Estudiante 48234,Administración,Santa Ana,7.58
EST048235,Estudiante 48235,Contaduría,Sonsonate,7.78
EST048236,Estudiante 48236,Ingeniería Industrial,Santa Ana,5.48
EST048237,Estudiante 48237,Administración,Santa Ana,9.52
EST048238,Estudiante 48238,Administración,Sonsonate,5.14
EST048239,Estudiante 48239,Ingeniería Industrial,San Salvador,6.45
EST048240,Estudiante 48240,Arquitectura,San Miguel,9.38
EST048241,Estudiante 48241,Administración,Santa Ana,9.56
EST048242,Estudiante 48242,Administración,San Miguel,5.14
EST048243,Estudiante 48243,Ingeniería Industrial,La Libertad,7.89
EST048244,Estudiante 48244,Administración,La Libertad,7.79
EST048245,Estudiante 48245,Ingeniería Industrial,San Salvador,7.68
EST048246,Estudiante 48246,Arquitectura,San Salvador,6.49
EST048247,Estudiante 48247,Administración,San Salvador,9.57
EST048248,Estudiante 48248,Arquitectura,Sonsonate,7.92
EST048249,Estudiante 48249,Arquitectura,Santa Ana,5.93
EST048250,Estudiante 48250,Contaduría,Sonsonate,5.79
EST048251,Estudiante 48251,Administración,San Miguel,8.7
EST048252,Estudiante 48252,Ingeniería Industrial,Sonsonate,7.92
EST048253,Estudiante 48253,Ingeniería Industrial,Sonsonate,8.5
EST048254,Estudiante 48254,Arquitectura,San Salvador,9.91
EST048255,Estudiante 48255,Arquitectura,Santa Ana,8.47
EST048256,Estudiante 48256,Contaduría,San Salvador,9.81
EST048257,Estudiante 48257,Arquitectura,San Miguel,8.33
EST048258,Estudiante 48258,Contaduría,Santa Ana,9.0
EST048259,Estudiante 48259,Contaduría,La Libertad,8.65
EST048260,Estudiante 48260,Administración,San Salvador,7.46
EST048261,Estudiante 48261,Contaduría,Santa Ana,8.5
EST048262,Estudiante 48262,Ingeniería en Sistemas,San Salvador,7.31
EST048263,Estudiante 48263,Arquitectura,Sonsonate,7.53
EST048264,Estudiante 48264,Contaduría,La Libertad,9.33
EST048265,Estudiante 48265,Ingeniería en Sistemas,San Salvador,5.72
EST048266,Estudiante 48266,Arquitectura,La Libertad,5.35
EST048267,Estudiante 48267,Ingeniería Industrial,San Salvador,9.72
EST048268,Estudiante 48268,Administración,Santa Ana,6.39
EST048269,Estudiante 48269,Ingeniería Industrial,La Libertad,8.7
EST048270,Estudiante 48270,Ingeniería Industrial,San Salvador,5.77
EST048271,Estudiante 48271,Administración,Santa Ana,6.71
EST048272,Estudiante 48272,Arquitectura,Sonsonate,6.58
EST048273,Estudiante 48273,Ingeniería Industrial,San Salvador,9.83
EST048274,Estudiante 48274,Administración,La Libertad,8.66
EST048275,Estudiante 48275,Administración,San Salvador,5.39
EST048276,Estudiante 48276,Ingeniería Industrial,San Miguel,9.41
EST048277,Estudiante 48277,Contaduría,Sonsonate,7.11
EST048278,Estudiante 48278,Arquitectura,San Miguel,6.08
EST048279,Estudiante 48279,Arquitectura,San Miguel,7.65
EST048280,Estudiante 48280,Contaduría,Sonsonate,6.62
EST048281,Estudiante 48281,Administración,Santa Ana,6.66
EST048282,Estudiante 48282,Ingeniería Industrial,San Salvador,8.91
EST048283,Estudiante 48283,Ingeniería Industrial,San Salvador,5.61
EST048284,Estudiante 48284,Administración,Santa Ana,9.94
EST048285,Estudiante 48285,Administración,Santa Ana,7.22
EST048286,Estudiante 48286,Ingeniería en Sistemas,Sonsonate,5.77
EST048287,Estudiante 48287,Administración,Sonsonate,8.02
EST048288,Estudiante 48288,Ingeniería en Sistemas,San Miguel,9.2
EST048289,Estudiante 48289,Contaduría,La Libertad,5.52
EST048290,Estudiante 48290,Ingeniería en Sistemas,Sonsonate,6.71
EST048291,Estudiante 48291,Arquitectura,Santa Ana,9.11
EST048292,Estudiante 48292,Ingeniería Industrial,Sonsonate,7.03
EST048293,Estudiante 48293,Arquitectura,San Miguel,6.52
EST048294,Estudiante 48294,Administración,Sonsonate,9.48
EST048295,Estudiante 48295,Ingeniería Industrial,Santa Ana,8.13
EST048296,Estudiante 48296,Ingeniería en Sistemas,San Miguel,9.33
EST048297,Estudiante 48297,Administración,San Miguel,5.79
EST048298,Estudiante 48298,Arquitectura,Sonsonate,5.75
EST048299,Estudiante 48299,Contaduría,San Miguel,9.75
EST048300,Estudiante 48300,Ingeniería en Sistemas,San Miguel,5.86
EST048301,Estudiante 48301,Ingeniería en Sistemas,San Miguel,6.96
EST048302,Estudiante 48302,Ingeniería Industrial,San Miguel,7.41
EST048303,Estudiante 48303,Arquitectura,Santa Ana,6.81
EST048304,Estudiante 48304,Ingeniería Industrial,La Libertad,5.3
EST048305,Estudiante 48305,Contaduría,La Libertad,5.45
EST048306,Estudiante 48306,Administración,San Miguel,7.44
EST048307,Estudiante 48307,Administración,San Salvador,5.52
EST048308,Estudiante 48308,Ingeniería Industrial,San Miguel,6.64
EST048309,Estudiante 48309,Ingeniería Industrial,Sonsonate,5.01
EST048310,Estudiante 48310,Administración,San Salvador,5.65
EST048311,Estudiante 48311,Administración,San Miguel,8.71
EST048312,Estudiante 48312,Arquitectura,La Libertad,8.07
EST048313,Estudiante 48313,Contaduría,Santa Ana,8.82
EST048314,Estudiante 48314,Arquitectura,San Salvador,5.63
